part_id,panel_id,presence_work,presence_school,educational_attainment,region_nuts1,occupation,primary_vaccination_cycle,indirect_contacts
447,447,,No attendance,Bachelor or above,North-West,Student,Yes,4
448,448,,,Lower Secondary or below,Centre,Employed,No,5
449,449,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,25
450,450,,,Lower Secondary or below,Centre,Employed,No,3
451,451,In-person work,,Bachelor or above,Islands,Employed,Yes,3
452,452,,In-person attendance,Lower Secondary or below,South,Student,No,15
453,453,,In-person attendance,Lower Secondary or below,South,Student,Yes,20
454,454,,In-person attendance,Lower Secondary or below,South,Student,Yes,1
455,455,,In-person attendance,Lower Secondary or below,South,Student,Yes,2
456,456,In-person work,,Bachelor or above,South,Employed,No,2
457,457,In-person work,,Upper Secondary,South,Employed,Yes,0
458,458,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,15
459,459,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,25
460,460,,No attendance,Lower Secondary or below,Islands,Student,No,4
461,461,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,5
462,462,In-person work,,Upper Secondary,Centre,Employed,Yes,1
463,463,,,Lower Secondary or below,Islands,Employed,No,2
464,464,,,Lower Secondary or below,Islands,Employed,No,4
465,465,In-person work,,Bachelor or above,Islands,Employed,Yes,24
466,466,In-person work,,Upper Secondary,North-East,Employed,Yes,4
467,467,,No attendance,Lower Secondary or below,North-East,Student,Yes,16
468,468,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,1
469,469,In-person work,,Upper Secondary,North-West,Employed,Yes,1
470,470,,,Lower Secondary or below,North-East,Retired,No,3
471,471,,No attendance,Lower Secondary or below,South,Student,No,0
472,472,In-person work,,Upper Secondary,North-West,Employed,Yes,3
473,473,Remote work,,Upper Secondary,North-West,Employed,No,0
474,474,In-person work,,Bachelor or above,Centre,Employed,Yes,8
475,475,,,Upper Secondary,South,Retired,Yes,0
476,476,In-person work,,Upper Secondary,Centre,Employed,Yes,5
477,477,,,Upper Secondary,Islands,Retired,Yes,3
478,478,In-person work,,Upper Secondary,Centre,Employed,Yes,2
479,479,Remote work,,Lower Secondary or below,Centre,Employed,Yes,20
480,480,In-person work,,Bachelor or above,South,Employed,Yes,2
481,481,,,Bachelor or above,North-West,Retired,Yes,0
482,482,,,Bachelor or above,Centre,Retired,Yes,0
483,483,,,Upper Secondary,North-West,Retired,Yes,2
484,484,,,Bachelor or above,South,Retired,No,8
485,485,,,Lower Secondary or below,North-West,Retired,Yes,1
486,486,In-person work,,Bachelor or above,North-West,Employed,Yes,5
487,487,,,Upper Secondary,South,Inactive,Yes,2
488,488,,,Bachelor or above,South,Retired,Yes,3
489,489,In-person work,,Upper Secondary,Islands,Employed,Yes,7
490,490,,,Lower Secondary or below,North-East,Retired,Yes,1
491,491,No work,,Bachelor or above,Centre,Employed,Yes,5
492,492,In-person work,,Upper Secondary,Islands,Employed,Yes,30
493,493,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,15
494,494,,,Bachelor or above,North-East,Retired,Yes,4
495,495,,No attendance,Upper Secondary,Centre,Student,Yes,0
496,496,In-person work,,Bachelor or above,Centre,Employed,Yes,0
497,497,,,Bachelor or above,Centre,Inactive,Yes,5
498,498,Remote work,,Bachelor or above,North-West,Employed,Yes,0
499,499,,,Bachelor or above,South,Retired,Yes,3
500,500,,In-person attendance,Lower Secondary or below,North-West,Student,No,5
501,501,,,Upper Secondary,South,Inactive,Yes,1
502,502,,,Upper Secondary,North-West,Home/family care,Yes,4
503,503,No work,,Lower Secondary or below,North-West,Employed,Yes,0
504,504,In-person work,,Bachelor or above,South,Employed,Yes,13
505,505,No work,,Bachelor or above,North-East,Employed,Yes,2
506,506,In-person work,,Upper Secondary,Centre,Employed,Yes,1
507,507,,In-person attendance,Lower Secondary or below,South,Student,Yes,15
508,508,,In-person attendance,Lower Secondary or below,South,Student,Yes,21
509,509,In-person work,,Upper Secondary,Centre,Employed,Yes,15
510,510,In-person work,,Lower Secondary or below,North-West,Employed,Yes,5
511,511,No work,Remote attendance,Bachelor or above,North-West,Student,Yes,30
512,512,In-person work,,Upper Secondary,Centre,Employed,Yes,2
513,513,In-person work,,Bachelor or above,North-East,Employed,Yes,40
514,514,Remote work,,Upper Secondary,Islands,Employed,Yes,1
515,515,In-person work,,Bachelor or above,South,Employed,Yes,5
516,516,,,Upper Secondary,South,Inactive,Yes,10
517,517,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,1
518,518,,,Upper Secondary,South,Home/family care,Yes,0
519,519,,In-person attendance,Lower Secondary or below,North-West,Student,No,20
520,520,,,Lower Secondary or below,North-East,Home/family care,No,2
521,521,No work,,Bachelor or above,Centre,Employed,Yes,0
522,522,,,Upper Secondary,South,Retired,Yes,6
523,523,In-person work,,Lower Secondary or below,North-West,Employed,No,1
524,524,,In-person attendance,Lower Secondary or below,North-West,Student,No,20
525,525,,,Upper Secondary,Centre,Retired,Yes,5
526,526,,,Upper Secondary,Centre,Home/family care,Yes,12
527,527,,In-person attendance,Lower Secondary or below,South,Student,Yes,90
528,528,,Remote attendance,Bachelor or above,Centre,Student,No,40
529,529,,,Upper Secondary,North-West,Inactive,No,0
530,530,,,Upper Secondary,North-East,Retired,Yes,10
531,531,,,Upper Secondary,South,Home/family care,Yes,1
532,532,,,Upper Secondary,North-West,Inactive,Yes,2
533,533,Remote work,,Bachelor or above,North-East,Employed,No,0
534,534,,In-person attendance,Lower Secondary or below,North-East,Student,No,20
535,535,,,Upper Secondary,North-West,Inactive,Yes,0
536,536,,,Upper Secondary,South,Inactive,Yes,60
537,537,In-person work,,Upper Secondary,North-West,Employed,Yes,3
538,538,,,Upper Secondary,North-East,Home/family care,Yes,3
539,539,No work,,Bachelor or above,North-West,Employed,Yes,0
540,540,,,Upper Secondary,South,Inactive,Yes,10
541,541,In-person work,,Upper Secondary,South,Employed,Yes,30
542,542,In-person work,,Bachelor or above,Centre,Employed,Yes,1
543,543,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,2
544,544,In-person work,,Upper Secondary,Centre,Employed,Yes,6
545,545,,,Upper Secondary,North-East,Home/family care,Yes,0
546,546,In-person work,,Bachelor or above,Islands,Employed,Yes,1
547,547,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,20
548,548,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,10
549,549,,,Lower Secondary or below,South,Employed,No,0
550,550,No work,,Bachelor or above,Centre,Employed,Yes,0
551,551,In-person work,,Bachelor or above,South,Employed,Yes,6
552,552,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,5
553,553,,,Upper Secondary,South,Home/family care,Yes,1
554,554,In-person work,,Upper Secondary,Islands,Employed,Yes,5
555,555,,,Bachelor or above,South,Inactive,Yes,1
556,556,,No attendance,Lower Secondary or below,North-West,Student,No,3
557,557,,No attendance,Lower Secondary or below,North-West,Student,Yes,2
558,558,,In-person attendance,Lower Secondary or below,South,Student,Yes,30
559,559,In-person work,,Upper Secondary,Centre,Employed,Yes,10
560,560,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,22
561,561,In-person work,,Upper Secondary,South,Employed,Yes,7
562,562,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,2
563,563,,In-person attendance,Lower Secondary or below,Islands,Student,No,20
564,564,,,Upper Secondary,South,Retired,Yes,12
565,565,In-person work,,Bachelor or above,Centre,Employed,Yes,0
566,566,,In-person attendance,Lower Secondary or below,Islands,Student,No,10
567,567,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,18
568,568,In-person work,,Upper Secondary,South,Employed,Yes,1
569,569,,,Upper Secondary,Islands,Home/family care,Yes,2
570,570,,,Upper Secondary,North-West,Inactive,Yes,1
571,571,,,Upper Secondary,Centre,Inactive,Yes,1
572,572,,In-person attendance,Lower Secondary or below,North-West,Student,No,19
573,573,,In-person attendance,Lower Secondary or below,Islands,Student,No,20
574,574,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,15
575,575,,,Upper Secondary,North-West,Retired,No,2
576,576,,In-person attendance,Lower Secondary or below,North-East,Student,No,4
577,577,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,1
578,578,,,Lower Secondary or below,South,Employed,No,3
579,579,,No attendance,Lower Secondary or below,North-East,Student,No,1
580,580,,In-person attendance,Lower Secondary or below,South,Student,No,12
581,581,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,5
582,582,,In-person attendance,Lower Secondary or below,South,Student,No,3
583,583,In-person work,,Bachelor or above,Centre,Employed,Yes,2
584,584,In-person work,,Upper Secondary,Centre,Employed,Yes,8
585,585,In-person work,,Upper Secondary,North-East,Employed,Yes,4
586,586,,In-person attendance,Lower Secondary or below,North-East,Student,No,2
587,587,In-person work,,Upper Secondary,Islands,Employed,Yes,9
588,588,,In-person attendance,Lower Secondary or below,North-East,Student,No,9
589,589,No work,,Bachelor or above,North-East,Employed,Yes,0
590,590,In-person work,,Bachelor or above,South,Employed,Yes,2
591,591,Remote work,,Bachelor or above,North-West,Employed,Yes,1
592,592,In-person work,,Upper Secondary,South,Employed,Yes,4
593,593,In-person work,,Upper Secondary,North-East,Employed,Yes,4
594,594,,,Bachelor or above,Islands,Inactive,Yes,3
595,595,,,Bachelor or above,Islands,Retired,Yes,1
596,596,In-person work,,Upper Secondary,North-East,Employed,Yes,4
597,597,Remote work,,Bachelor or above,North-West,Employed,Yes,3
598,598,,,Upper Secondary,North-East,Retired,Yes,1
599,599,In-person work,,Bachelor or above,North-East,Employed,Yes,15
600,600,,,Upper Secondary,North-West,Home/family care,Yes,9
601,601,In-person work,,Upper Secondary,Islands,Employed,Yes,0
602,602,In-person work,,Upper Secondary,North-West,Employed,Yes,2
603,603,,,Bachelor or above,South,Retired,Yes,3
604,604,In-person work,,Bachelor or above,North-West,Employed,Yes,7
605,605,In-person work,,Upper Secondary,Islands,Employed,No,1
606,606,,,Upper Secondary,Islands,Home/family care,Yes,4
607,607,Remote work,,Upper Secondary,Islands,Employed,Yes,3
608,608,In-person work,,Bachelor or above,North-West,Employed,Yes,100
609,609,,,Upper Secondary,South,Retired,Yes,0
610,610,In-person work,,Bachelor or above,South,Employed,Yes,5
611,611,,In-person attendance,Upper Secondary,South,Student,Yes,6
612,612,,,Upper Secondary,South,Inactive,Yes,3
613,613,,,Bachelor or above,Islands,Retired,Yes,2
614,614,In-person work,,Lower Secondary or below,North-East,Employed,Yes,0
615,615,Remote work,,Upper Secondary,North-West,Employed,Yes,4
616,616,,,Bachelor or above,North-West,Retired,Yes,1
617,617,In-person work,,Upper Secondary,North-West,Employed,Yes,3
618,618,No work,,Bachelor or above,North-East,Employed,Yes,20
619,619,,,Lower Secondary or below,North-East,Inactive,Yes,0
620,620,In-person work,,Bachelor or above,South,Employed,Yes,5
621,621,No work,,Bachelor or above,North-East,Employed,No,3
622,622,In-person work,,Bachelor or above,North-East,Employed,Yes,3
623,623,In-person work,,Lower Secondary or below,South,Employed,Yes,4
624,624,Remote work,,Bachelor or above,South,Employed,Yes,24
625,625,In-person work,,Bachelor or above,South,Employed,Yes,5
626,626,,,Lower Secondary or below,North-East,Employed,No,4
627,627,In-person work,,Bachelor or above,North-West,Employed,Yes,20
628,628,,,Bachelor or above,Centre,Home/family care,Yes,0
629,629,,,Lower Secondary or below,North-West,Employed,No,1
630,630,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,31
631,631,No work,,Bachelor or above,North-West,Employed,No,2
632,632,,In-person attendance,Lower Secondary or below,North-West,Student,No,2
633,633,In-person work,,Bachelor or above,North-West,Employed,Yes,3
634,634,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,25
635,635,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,16
636,636,In-person work,,Upper Secondary,South,Employed,Yes,3
637,637,,,Lower Secondary or below,North-East,Home/family care,Yes,0
638,638,,,Lower Secondary or below,Centre,Retired,Yes,10
639,639,,,Upper Secondary,Centre,Home/family care,Yes,3
640,640,,,Upper Secondary,South,Home/family care,Yes,6
641,641,Remote work,,Upper Secondary,North-West,Employed,Yes,3
642,642,,No attendance,Upper Secondary,North-West,Student,Yes,50
643,643,No work,,Upper Secondary,Centre,Employed,Yes,4
644,644,No work,,Upper Secondary,South,Employed,Yes,2
645,645,In-person work,,Bachelor or above,South,Employed,Yes,2
646,646,,,Lower Secondary or below,North-West,Inactive,Yes,1
647,647,Remote work,,Upper Secondary,Centre,Employed,Yes,1
648,648,In-person work,,Upper Secondary,North-West,Employed,Yes,2
649,649,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,20
650,650,No work,,Upper Secondary,South,Employed,Yes,1
651,651,,,Lower Secondary or below,Islands,Employed,No,4
652,652,,In-person attendance,Lower Secondary or below,South,Student,Yes,5
653,653,,In-person attendance,Lower Secondary or below,North-East,Student,No,3
654,654,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,12
655,655,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,20
656,656,,,Upper Secondary,Centre,Inactive,No,1
657,657,In-person work,,Upper Secondary,North-West,Employed,Yes,2
658,658,In-person work,,Upper Secondary,Centre,Employed,Yes,4
659,659,No work,,Upper Secondary,North-East,Employed,Yes,0
660,660,In-person work,,Upper Secondary,Centre,Employed,Yes,3
661,661,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,8
662,662,In-person work,,Bachelor or above,South,Employed,Yes,0
663,663,,,Bachelor or above,Centre,Retired,Yes,4
664,664,,,Upper Secondary,South,Inactive,Yes,5
665,665,,No attendance,Lower Secondary or below,North-West,Student,Yes,3
666,666,,,Lower Secondary or below,North-West,Home/family care,Yes,3
667,667,,,Upper Secondary,North-West,Retired,Yes,1
668,668,,,Upper Secondary,South,Inactive,Yes,0
669,669,In-person work,,Upper Secondary,North-East,Employed,Yes,2
670,670,In-person work,,Upper Secondary,North-East,Employed,Yes,30
671,671,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,4
672,672,In-person work,,Upper Secondary,South,Employed,Yes,3
673,673,No work,,Upper Secondary,South,Employed,Yes,1
674,674,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,9
675,675,,,Upper Secondary,North-East,Home/family care,Yes,10
676,676,In-person work,,Bachelor or above,South,Employed,Yes,3
677,677,No work,,Bachelor or above,North-West,Employed,No,5
678,678,In-person work,,Bachelor or above,South,Employed,Yes,1
679,679,In-person work,,Upper Secondary,South,Employed,Yes,4
680,680,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,15
681,681,,No attendance,Lower Secondary or below,Islands,Student,No,10
682,682,,,Lower Secondary or below,North-West,Home/family care,Yes,0
683,683,,,Upper Secondary,Centre,Retired,Yes,0
684,684,,In-person attendance,Lower Secondary or below,Centre,Student,No,28
685,685,,In-person attendance,Lower Secondary or below,North-West,Student,No,3
686,686,,,Lower Secondary or below,Islands,Home/family care,Yes,2
687,687,In-person work,,Bachelor or above,Centre,Employed,Yes,20
688,688,,In-person attendance,Upper Secondary,North-West,Student,No,3
689,689,In-person work,,Upper Secondary,North-East,Employed,Yes,8
690,690,In-person work,,Bachelor or above,South,Employed,Yes,63
691,691,No work,,Upper Secondary,Centre,Employed,Yes,4
692,692,In-person work,,Upper Secondary,North-West,Employed,Yes,7
693,693,No work,,Upper Secondary,Centre,Employed,Yes,1
694,694,,In-person attendance,Lower Secondary or below,South,Student,Yes,25
695,695,In-person work,,Upper Secondary,Centre,Employed,Yes,35
696,696,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,10
697,697,,,Bachelor or above,North-East,Retired,Yes,12
698,698,,,Bachelor or above,North-West,Retired,Yes,1
